Random Number,Steps,Cache Hit Percentage
477062,125,87.56%
477242,275,87.56%
413022,174,87.56%
472863,125,87.56%
435220,50,87.56%
444534,143,87.56%
447166,94,87.56%
407820,86,87.56%
474842,76,87.56%
444301,112,87.56%
469566,81,87.56%
421042,81,87.56%
495665,63,87.56%
467001,107,87.56%
479061,138,87.56%
465473,63,87.56%
436891,249,87.56%
416420,68,87.56%
440249,187,87.56%
452502,231,87.56%
420644,68,87.56%
438064,156,87.56%
455989,107,87.56%
475993,50,87.56%
469893,169,87.56%
479903,120,87.56%
402871,117,87.56%
457445,55,87.56%
419965,81,87.56%
433234,156,87.56%
498349,89,87.56%
497027,151,87.56%
410476,161,87.56%
449197,94,87.56%
407716,205,87.56%
483523,182,87.56%
493731,143,87.56%
454882,63,87.56%
429169,50,87.56%
468572,125,87.56%
499183,226,87.56%
436562,187,87.56%
489614,89,87.56%
432674,81,87.56%
403562,68,87.56%
406500,112,87.56%
435973,99,87.56%
478280,120,87.56%
460747,81,87.56%
476222,151,87.56%
468608,138,87.56%
419218,81,87.56%
452112,63,87.56%
462424,81,87.56%
495211,182,87.56%
422004,130,87.56%
442326,187,87.56%
435908,187,87.56%
479449,138,87.56%
462291,169,87.56%
469142,107,87.56%
415623,174,87.56%
497145,182,87.56%
417444,174,87.56%
464820,169,87.56%
404860,99,87.56%
438794,94,87.56%
496377,120,87.56%
497569,63,87.56%
467963,156,87.56%
464948,169,87.56%
434578,42,87.56%
404524,112,87.56%
492389,182,87.56%
467252,169,87.56%
445913,68,87.56%
436715,143,87.56%
441051,187,87.56%
462020,50,87.56%
435289,94,87.56%
455099,200,87.56%
430627,143,87.56%
454507,107,87.56%
407211,174,87.56%
430877,94,87.56%
487544,89,87.56%
467042,94,87.56%
473204,63,87.56%
423451,112,87.56%
484318,231,87.56%
473321,63,87.56%
430419,99,87.56%
499941,151,87.56%
470465,151,87.56%
485691,89,87.56%
402587,117,87.56%
413151,143,87.56%
424484,125,87.56%
498964,151,87.56%
410720,68,87.56%
492447,275,87.56%
401738,117,87.56%
483125,120,87.56%
434798,94,87.56%
431953,94,87.56%
488203,244,87.56%
480711,182,87.56%
468668,275,87.56%
429253,81,87.56%
480557,169,87.56%
441783,125,87.56%
422178,81,87.56%
449011,187,87.56%
496290,182,87.56%
467216,50,87.56%
479888,68,87.56%
483833,125,87.56%
434258,218,87.56%
453091,107,87.56%
445110,143,87.56%
418575,130,87.56%
464239,156,87.56%
413356,130,87.56%
456342,81,87.56%
472530,107,87.56%
499047,138,87.56%
458929,200,87.56%
485682,89,87.56%
423530,50,87.56%
495720,58,87.56%
434228,42,87.56%
453803,63,87.56%
497458,63,87.56%
417352,86,87.56%
426427,99,87.56%
429410,50,87.56%
405554,174,87.56%
444965,143,87.56%
435904,99,87.56%
472634,76,87.56%
425521,174,87.56%
477688,151,87.56%
494812,120,87.56%
474532,169,87.56%
411803,174,87.56%
462028,50,87.56%
454420,63,87.56%
495637,151,87.56%
434112,187,87.56%
445337,117,87.56%
478573,76,87.56%
490514,89,87.56%
409575,166,87.56%
491929,138,87.56%
484682,50,87.56%
419932,81,87.56%
490975,120,87.56%
481438,120,87.56%
405613,117,87.56%
452331,138,87.56%
477157,213,87.56%
477668,76,87.56%
443961,156,87.56%
474614,125,87.56%
432846,218,87.56%
470388,50,87.56%
441850,169,87.56%
476227,120,87.56%
453179,107,87.56%
415580,174,87.56%
448860,187,87.56%
478701,120,87.56%
431094,94,87.56%
481498,257,87.56%
453232,107,87.56%
442898,218,87.56%
481352,319,87.56%
445478,117,87.56%
476361,120,87.56%
415463,112,87.56%
490816,63,87.56%
492760,63,87.56%
443803,94,87.56%
438217,174,87.56%
484689,151,87.56%
428485,99,87.56%
458149,94,87.56%
413489,68,87.56%
409922,205,87.56%
401588,68,87.56%
403647,112,87.56%
424905,81,87.56%
417082,174,87.56%
485435,213,87.56%
437345,68,87.56%
449928,156,87.56%
493649,63,87.56%
479195,125,87.56%
426154,99,87.56%
446828,187,87.56%
432601,68,87.56%
475014,244,87.56%
425528,81,87.56%
463696,76,87.56%
494339,120,87.56%
416586,135,87.56%
444420,262,87.56%
475690,45,87.56%
462065,76,87.56%
458607,55,87.56%
428980,99,87.56%
490707,182,87.56%
451366,63,87.56%
472783,169,87.56%
466750,231,87.56%
436054,81,87.56%
439094,68,87.56%
424899,205,87.56%
487371,138,87.56%
486843,63,87.56%
464314,76,87.56%
491018,138,87.56%
411747,174,87.56%
481397,94,87.56%
414278,68,87.56%
449092,200,87.56%
431324,156,87.56%
407926,112,87.56%
466113,63,87.56%
457479,231,87.56%
454754,200,87.56%
436541,68,87.57%
470319,151,87.57%
418108,55,87.57%
400236,117,87.57%
464657,182,87.57%
434695,156,87.57%
482483,94,87.57%
478174,182,87.57%
434586,42,87.57%
441089,63,87.57%
407153,112,87.57%
425292,187,87.57%
492455,120,87.57%
417762,81,87.57%
492042,63,87.57%
466336,169,87.57%
494684,94,87.57%
454767,200,87.57%
453706,156,87.57%
481526,50,87.57%
419081,112,87.57%
482550,120,87.57%
431100,94,87.57%
438304,156,87.57%
496828,138,87.57%
418018,143,87.57%
469628,169,87.57%
442580,50,87.57%
484132,89,87.57%
464933,200,87.57%
497335,213,87.57%
420672,81,87.57%
473079,125,87.57%
415442,236,87.57%
458735,200,87.57%
475562,45,87.57%
487964,182,87.57%
479044,76,87.57%
453735,293,87.57%
422549,81,87.57%
420132,81,87.57%
498715,120,87.57%
485668,138,87.57%
450413,231,87.57%
416477,130,87.57%
477710,76,87.57%
416748,187,87.57%
448987,187,87.57%
470303,151,87.57%
408280,174,87.57%
430512,112,87.57%
489384,182,87.57%
428656,73,87.57%
499439,182,87.57%
427687,73,87.57%
463310,107,87.57%
417457,86,87.57%
435142,125,87.57%
405890,205,87.57%
439415,63,87.57%
437901,63,87.57%
441051,187,87.57%
497914,89,87.57%
410979,205,87.57%
456493,200,87.57%
456648,55,87.57%
424368,125,87.57%
444457,262,87.57%
473518,63,87.57%
478103,76,87.57%
404832,68,87.57%
493650,125,87.57%
414644,55,87.57%
490501,182,87.57%
444062,156,87.57%
468948,107,87.57%
406036,60,87.57%
498638,120,87.57%
417934,187,87.57%
476339,169,87.57%
444744,143,87.57%
486273,138,87.57%
403549,112,87.57%
473401,200,87.57%
485712,76,87.57%
469063,156,87.57%
474537,244,87.57%
440995,143,87.57%
404204,99,87.57%
480427,68,87.57%
480410,68,87.57%
442106,68,87.57%
421477,130,87.57%
478323,76,87.57%
490912,138,87.57%
415797,143,87.57%
472797,125,87.57%
415279,236,87.57%
498081,138,87.57%
446314,63,87.57%
431209,218,87.57%
440739,125,87.57%
477790,76,87.57%
445853,143,87.57%
431239,156,87.57%
459678,156,87.57%
414800,174,87.57%
475102,125,87.57%
458315,107,87.57%
470561,107,87.57%
451441,138,87.57%
440886,156,87.57%
456833,143,87.57%
454990,200,87.57%
452113,63,87.57%
442544,50,87.57%
424052,81,87.57%
426649,125,87.57%
483539,94,87.57%
466084,107,87.57%
444903,143,87.57%
401774,91,87.57%
446016,63,87.57%
404206,99,87.57%
480097,231,87.57%
436927,262,87.57%
457830,156,87.57%
490720,182,87.57%
452207,94,87.57%
493737,125,87.57%
474860,125,87.57%
421242,104,87.57%
434476,50,87.57%
452649,112,87.57%
467095,169,87.57%
465715,200,87.57%
412327,187,87.57%
419721,112,87.57%
478644,76,87.57%
408468,161,87.57%
490282,45,87.57%
430084,99,87.57%
449354,200,87.57%
447114,138,87.57%
422900,174,87.57%
401466,161,87.57%
427485,73,87.57%
446952,94,87.57%
465943,169,87.57%
448850,112,87.57%
450862,112,87.57%
448672,63,87.57%
450625,112,87.57%
496878,151,87.57%
452878,231,87.57%
468548,125,87.57%
433805,94,87.57%
448535,94,87.57%
497095,164,87.57%
423838,143,87.57%
442271,125,87.57%
471954,107,87.57%
445080,94,87.57%
476747,138,87.57%
462430,161,87.57%
450001,86,87.57%
480289,231,87.57%
474757,76,87.57%
469722,125,87.57%
458932,81,87.57%
421051,112,87.57%
497830,226,87.57%
489016,37,87.57%
470406,81,87.57%
444943,94,87.57%
411915,236,87.57%
409698,174,87.57%
410254,166,87.57%
496694,89,87.57%
413467,161,87.57%
496932,120,87.57%
485383,182,87.57%
462139,50,87.57%
447556,63,87.57%
482260,94,87.57%
452844,112,87.57%
453930,63,87.57%
453891,169,87.57%
401378,117,87.57%
488851,89,87.57%
415555,135,87.57%
443649,156,87.57%
460805,76,87.57%
498462,76,87.57%
420396,205,87.57%
423234,143,87.57%
448462,125,87.57%
438511,81,87.57%
435817,187,87.57%
418183,156,87.57%
497443,120,87.57%
456868,156,87.57%
453839,187,87.57%
424284,81,87.57%
465100,156,87.57%
498783,112,87.57%
436199,156,87.57%
412625,143,87.57%
446863,94,87.57%
470719,156,87.57%
426092,218,87.57%
443794,156,87.57%
493928,58,87.57%
426058,218,87.57%
429176,156,87.57%
476188,151,87.57%
478902,169,87.57%
420933,104,87.57%
467905,200,87.57%
418106,55,87.57%
409783,205,87.57%
483461,94,87.57%
461755,200,87.57%
408414,86,87.57%
481922,68,87.57%
419977,112,87.57%
431648,81,87.57%
468211,169,87.57%
458488,94,87.57%
405291,68,87.57%
424220,104,87.57%
455930,125,87.57%
499987,112,87.57%
478060,81,87.57%
480214,120,87.57%
402912,236,87.57%
414668,249,87.57%
454239,156,87.57%
415537,174,87.57%
461531,231,87.57%
462785,161,87.57%
479457,213,87.57%
443152,94,87.57%
456712,55,87.57%
443341,81,87.57%
472328,169,87.57%
470726,107,87.57%
422242,81,87.57%
431087,218,87.57%
438631,174,87.57%
478175,182,87.57%
440871,156,87.57%
459918,156,87.57%
439929,187,87.57%
449285,50,87.57%
479666,107,87.57%
459907,156,87.57%
418760,174,87.57%
447876,125,87.57%
456221,169,87.57%
424051,130,87.57%
472097,244,87.57%
412151,143,87.57%
461864,76,87.57%
450156,86,87.57%
430191,187,87.57%
464777,138,87.57%
464824,169,87.57%
422257,249,87.57%
418140,174,87.57%
464181,138,87.57%
485042,89,87.57%
435423,187,87.57%
407332,86,87.57%
479580,169,87.57%
478764,120,87.57%
417487,161,87.57%
450306,138,87.57%
438832,63,87.57%
448574,200,87.57%
426763,81,87.57%
417006,112,87.57%
489445,182,87.57%
424507,81,87.57%
494763,94,87.57%
476557,169,87.57%
404172,99,87.57%
492496,151,87.57%
495317,151,87.57%
489876,89,87.57%
448716,94,87.57%
457194,200,87.57%
461972,50,87.57%
498694,89,87.57%
419058,81,87.57%
449954,50,87.57%
428885,143,87.57%
421661,130,87.57%
414777,236,87.57%
488969,182,87.57%
439801,99,87.57%
478958,244,87.57%
474010,169,87.57%
413051,81,87.57%
424117,81,87.57%
491416,63,87.57%
491815,63,87.57%
441604,156,87.57%
479548,68,87.57%
468474,63,87.57%
490178,89,87.57%
406310,42,87.57%
485480,138,87.57%
479623,68,87.57%
468644,63,87.57%
480242,120,87.57%
456179,81,87.57%
472817,76,87.57%
472737,156,87.57%
489322,76,87.57%
400518,117,87.57%
459280,107,87.57%
446515,187,87.57%
462490,81,87.57%
457973,55,87.57%
403399,174,87.57%
450270,231,87.57%
424684,86,87.57%
462887,76,87.57%
465047,169,87.57%
413652,174,87.57%
440515,187,87.57%
481831,94,87.57%
425488,125,87.57%
453566,169,87.57%
443774,169,87.57%
416904,143,87.57%
483207,120,87.57%
485378,182,87.57%
496452,120,87.57%
451680,63,87.57%
475556,138,87.57%
440589,156,87.57%
437160,156,87.57%
493005,63,87.57%
409232,143,87.57%
455228,192,87.57%
487010,174,87.57%
419875,143,87.57%
465792,169,87.57%
476331,120,87.57%
420393,249,87.57%
425071,143,87.57%
460672,76,87.57%
420709,50,87.57%
483044,120,87.57%
401898,112,87.57%
408805,161,87.57%
445555,156,87.57%
402611,205,87.57%
411678,117,87.57%
459207,200,87.57%
443126,262,87.57%
493510,58,87.57%
422522,156,87.57%
434518,94,87.57%
437283,156,87.57%
477253,76,87.57%
417725,205,87.57%
460488,169,87.57%
473704,76,87.57%
469405,81,87.57%
436043,94,87.57%
452119,262,87.57%
444391,117,87.57%
429047,73,87.57%
499179,112,87.57%
437446,68,87.57%
453883,143,87.57%
456880,55,87.57%
403237,161,87.57%
430213,125,87.57%
477274,120,87.57%
466135,107,87.57%
428711,174,87.57%
435809,99,87.57%
487005,174,87.57%
430609,143,87.57%
482442,120,87.57%
432559,68,87.57%
433221,68,87.57%
494120,63,87.57%
429593,125,87.57%
414173,174,87.57%
487629,182,87.57%
452115,231,87.57%
448692,187,87.57%
462739,138,87.57%
429367,81,87.57%
466417,107,87.57%
461053,76,87.57%
440897,187,87.57%
473648,76,87.57%
497096,151,87.57%
430843,156,87.57%
455866,156,87.57%
463969,169,87.57%
430021,143,87.57%
431138,50,87.57%
417851,174,87.57%
486901,120,87.57%
434375,125,87.57%
485891,182,87.57%
402000,68,87.57%
438336,63,87.57%
414601,161,87.57%
475637,151,87.57%
425340,81,87.57%
483038,76,87.57%
458078,94,87.57%
457900,55,87.57%
454085,63,87.57%
452197,63,87.57%
425319,112,87.57%
468258,156,87.57%
477653,76,87.57%
477434,120,87.57%
416949,112,87.57%
478218,76,87.57%
444627,94,87.57%
421192,81,87.57%
439270,125,87.57%
423350,156,87.57%
432667,94,87.57%
474192,138,87.57%
454193,231,87.57%
488533,37,87.57%
475987,151,87.57%
422040,81,87.57%
419670,55,87.57%
493838,169,87.57%
408941,143,87.57%
491872,45,87.57%
417554,112,87.57%
410941,161,87.57%
430207,187,87.57%
469982,76,87.57%
424404,143,87.57%
493374,169,87.57%
453019,125,87.57%
482482,94,87.57%
489100,76,87.57%
444930,143,87.57%
472506,107,87.57%
414418,130,87.57%
413188,81,87.57%
450158,86,87.57%
429678,99,87.57%
467964,169,87.57%
428375,73,87.57%
412131,174,87.57%
426983,125,87.57%
405471,161,87.57%
435482,94,87.57%
459650,200,87.57%
479663,107,87.57%
427501,218,87.57%
486009,94,87.57%
455649,107,87.57%
449542,50,87.57%
443505,156,87.57%
487313,94,87.57%
458483,107,87.57%
473203,107,87.57%
442693,94,87.57%
407250,60,87.57%
441236,156,87.57%
412674,81,87.57%
469482,81,87.57%
434609,42,87.57%
403520,68,87.57%
451963,112,87.57%
423709,174,87.57%
448450,187,87.57%
462295,81,87.57%
475954,76,87.57%
461638,81,87.57%
412452,130,87.57%
405632,60,87.57%
467429,231,87.57%
478654,76,87.57%
455590,94,87.57%
494412,63,87.57%
421951,130,87.57%
491072,63,87.57%
454061,107,87.57%
401613,130,87.57%
456400,200,87.57%
477896,169,87.57%
495089,94,87.57%
405941,205,87.57%
421400,68,87.57%
420227,81,87.57%
402250,112,87.57%
432429,42,87.57%
462920,169,87.57%
447327,218,87.57%
473665,76,87.57%
413421,161,87.57%
416808,112,87.57%
408273,86,87.57%
416941,143,87.57%
406598,112,87.57%
469809,107,87.57%
465391,182,87.57%
468893,130,87.57%
483590,213,87.57%
464856,169,87.57%
419172,130,87.57%
427048,174,87.57%
432284,68,87.57%
497826,213,87.57%
482638,68,87.57%
426695,99,87.57%
419777,112,87.57%
473710,125,87.57%
418582,112,87.57%
459217,112,87.57%
467936,169,87.57%
496478,120,87.57%
492133,63,87.57%
473877,138,87.57%
455704,156,87.57%
412359,311,87.57%
413953,143,87.57%
488133,182,87.57%
413106,81,87.57%
461280,76,87.57%
499624,182,87.57%
426527,81,87.57%
415915,205,87.57%
407896,86,87.57%
443468,117,87.57%
460340,169,87.57%
415532,174,87.57%
446685,94,87.57%
429232,81,87.57%
436948,187,87.57%
411540,174,87.57%
448404,125,87.57%
463996,169,87.57%
443824,187,87.57%
484057,138,87.57%
446633,138,87.57%
408345,112,87.57%
441660,68,87.57%
458169,55,87.57%
464754,169,87.57%
438703,63,87.57%
426104,99,87.57%
499058,226,87.57%
430835,156,87.57%
437807,262,87.57%
454761,94,87.57%
443195,94,87.57%
451760,63,87.57%
480720,68,87.57%
494128,63,87.57%
450867,138,87.57%
480343,120,87.57%
420654,68,87.57%
466782,107,87.57%
426066,81,87.57%
401948,68,87.57%
427121,37,87.57%
479425,213,87.57%
448633,94,87.57%
494180,120,87.57%
416372,161,87.57%
460174,81,87.57%
480411,200,87.57%
480368,68,87.57%
441824,68,87.57%
464467,337,87.57%
427000,125,87.57%
487997,182,87.57%
443953,218,87.57%
422996,143,87.57%
452750,112,87.57%
482656,94,87.57%
449100,200,87.57%
451808,125,87.57%
413491,68,87.57%
486908,169,87.57%
444395,143,87.57%
494513,94,87.57%
438667,174,87.57%
462942,107,87.57%
488640,89,87.57%
489534,182,87.57%
481111,213,87.57%
447120,138,87.57%
494142,169,87.57%
445003,156,87.57%
449068,187,87.57%
459089,107,87.57%
424427,218,87.57%
497701,89,87.57%
453269,156,87.57%
478626,213,87.57%
457874,200,87.57%
433679,187,87.57%
496820,151,87.57%
437525,156,87.57%
435972,99,87.57%
461647,187,87.57%
