Random Number,Steps,Cache Hit Percentage
465604,76,62.00%
433886,94,62.00%
447946,156,62.00%
409153,205,62.00%
460397,187,62.00%
407014,60,62.00%
419717,112,62.00%
482336,94,62.00%
407816,86,62.00%
448242,125,62.00%
459109,200,62.00%
473156,63,62.00%
432544,42,62.00%
430448,143,62.00%
448645,94,62.00%
409620,174,62.00%
448617,125,62.00%
424138,81,62.00%
499875,151,62.00%
473643,76,62.00%
444186,37,62.00%
454828,63,62.00%
496791,63,62.00%
426542,174,62.00%
441752,112,62.00%
489221,76,62.00%
492329,182,62.00%
460302,81,62.00%
442590,262,62.00%
440825,218,62.00%
447055,94,62.00%
408193,174,62.00%
474712,125,62.00%
495001,164,62.00%
417346,55,62.00%
435108,200,62.00%
402014,99,62.00%
474891,151,62.00%
455270,94,62.00%
447657,94,62.00%
423132,156,62.00%
414378,55,62.00%
420812,130,62.00%
493504,138,62.01%
482653,94,62.01%
407283,60,62.01%
440950,63,62.01%
469097,76,62.01%
469249,156,62.01%
440825,218,62.01%
480566,213,62.01%
413434,112,62.01%
495653,94,62.01%
477356,76,62.01%
477803,138,62.01%
437404,68,62.01%
404402,68,62.01%
470132,200,62.01%
435532,174,62.01%
446992,112,62.01%
448783,156,62.01%
482587,107,62.01%
493013,151,62.01%
423494,81,62.01%
415414,174,62.01%
448185,138,62.01%
496429,151,62.01%
455255,94,62.01%
423075,104,62.01%
451698,112,62.01%
402912,236,62.01%
484035,182,62.01%
403902,99,62.01%
461551,231,62.01%
477538,244,62.01%
486556,169,62.01%
468835,76,62.01%
418487,135,62.01%
493479,231,62.01%
438083,143,62.01%
497139,182,62.01%
474044,200,62.01%
451517,200,62.01%
492791,182,62.01%
451399,262,62.01%
429319,249,62.01%
468022,200,62.01%
493628,138,62.01%
437277,143,62.01%
403553,112,62.01%
440620,63,62.01%
486061,169,62.01%
486141,89,62.01%
433632,249,62.01%
447381,94,62.01%
401554,117,62.01%
419643,143,62.01%
443810,156,62.01%
456809,156,62.01%
442719,94,62.01%
433334,156,62.01%
497548,45,62.01%
426753,174,62.01%
437237,174,62.01%
459099,63,62.01%
442117,125,62.01%
461619,169,62.01%
427933,218,62.01%
498431,213,62.01%
455097,107,62.01%
466016,24,62.01%
495570,63,62.01%
429140,50,62.01%
455359,187,62.01%
488360,182,62.01%
418365,112,62.01%
484678,50,62.01%
456381,156,62.01%
411992,112,62.01%
459782,94,62.02%
459935,94,62.02%
490439,89,62.02%
445842,169,62.02%
483902,120,62.02%
461897,94,62.02%
493223,143,62.02%
485456,138,62.02%
481541,50,62.02%
474859,76,62.02%
480091,120,62.02%
424259,104,62.02%
408193,174,62.02%
477639,156,62.02%
488839,89,62.02%
445430,143,62.02%
474564,138,62.02%
430955,218,62.02%
444875,262,62.02%
402496,68,62.02%
429385,218,62.02%
437798,187,62.02%
406338,112,62.02%
462781,200,62.02%
466938,94,62.02%
461697,156,62.02%
451141,138,62.02%
423129,174,62.02%
484201,94,62.02%
445348,293,62.02%
472948,200,62.02%
443982,337,62.02%
443109,81,62.02%
401213,68,62.02%
489824,89,62.02%
427010,187,62.02%
463110,125,62.02%
420873,236,62.02%
450292,86,62.02%
482477,120,62.02%
495732,151,62.02%
468210,169,62.02%
444562,94,62.02%
403924,112,62.02%
483675,94,62.02%
433400,99,62.02%
487181,120,62.02%
458238,169,62.02%
402181,112,62.02%
432055,174,62.02%
460734,187,62.02%
469394,76,62.02%
469853,50,62.02%
404898,112,62.02%
432174,81,62.02%
474617,99,62.02%
466595,244,62.02%
421141,205,62.02%
435572,94,62.02%
450795,68,62.02%
404316,68,62.02%
408520,86,62.02%
494778,213,62.02%
447425,94,62.02%
409733,143,62.02%
484601,107,62.02%
412262,130,62.02%
410669,55,62.02%
443300,81,62.02%
400380,148,62.02%
493147,182,62.02%
439032,94,62.02%
468590,156,62.02%
437708,63,62.02%
442956,94,62.02%
490091,76,62.02%
408935,218,62.02%
467964,169,62.02%
448328,112,62.02%
448943,187,62.02%
400018,192,62.02%
446888,156,62.02%
418336,143,62.03%
407698,205,62.03%
451786,156,62.03%
488338,120,62.03%
420141,81,62.03%
418380,205,62.03%
409478,161,62.03%
455714,156,62.03%
407002,60,62.03%
413794,68,62.03%
464234,76,62.03%
401779,68,62.03%
499047,138,62.03%
411793,174,62.03%
424206,280,62.03%
449135,125,62.03%
422462,174,62.03%
467507,130,62.03%
449515,187,62.03%
415608,174,62.03%
406538,86,62.03%
455932,125,62.03%
491144,63,62.03%
487321,138,62.03%
446022,156,62.03%
437905,68,62.03%
493111,288,62.03%
494351,58,62.03%
486848,89,62.03%
493130,151,62.03%
479065,107,62.03%
443011,81,62.03%
438654,174,62.03%
430851,143,62.03%
431348,94,62.03%
458795,107,62.03%
487058,107,62.03%
478653,76,62.03%
414508,174,62.03%
494060,182,62.03%
430274,187,62.03%
416568,68,62.03%
495839,169,62.03%
429320,112,62.03%
428361,174,62.03%
457872,55,62.03%
478455,76,62.03%
488651,200,62.03%
425378,218,62.03%
427969,55,62.03%
404258,68,62.03%
469743,107,62.03%
421727,174,62.03%
433228,187,62.03%
494890,213,62.03%
467750,50,62.03%
408959,143,62.03%
488001,76,62.03%
462100,50,62.03%
495808,58,62.03%
418956,81,62.03%
441164,156,62.03%
438818,94,62.03%
457610,55,62.03%
409841,86,62.03%
407992,86,62.03%
454231,200,62.03%
496900,151,62.03%
486645,89,62.03%
406566,280,62.03%
428785,143,62.03%
416918,143,62.03%
460961,138,62.03%
424624,174,62.03%
484065,182,62.03%
427149,218,62.03%
482496,120,62.03%
462519,107,62.03%
415799,205,62.03%
445700,63,62.03%
428315,99,62.03%
457884,55,62.04%
415442,236,62.04%
450042,306,62.04%
491113,151,62.04%
448158,94,62.04%
417791,218,62.04%
400071,161,62.04%
436158,156,62.04%
417717,81,62.04%
433705,218,62.04%
455114,231,62.04%
496709,138,62.04%
410349,86,62.04%
450550,112,62.04%
444376,187,62.04%
418341,112,62.04%
442608,94,62.04%
441275,156,62.04%
442813,125,62.04%
487001,107,62.04%
470061,169,62.04%
459731,55,62.04%
447961,94,62.04%
432511,112,62.04%
443796,156,62.04%
475110,151,62.04%
452833,125,62.04%
444141,187,62.04%
490909,182,62.04%
436359,187,62.04%
410282,68,62.04%
448793,231,62.04%
451801,156,62.04%
498152,89,62.04%
477732,76,62.04%
437785,68,62.04%
415942,174,62.04%
415629,143,62.04%
473944,63,62.04%
471487,107,62.04%
487162,94,62.04%
466884,169,62.04%
406021,161,62.04%
435337,231,62.04%
455261,55,62.04%
450397,231,62.04%
453679,107,62.04%
497869,63,62.04%
429499,125,62.04%
496492,151,62.04%
484869,213,62.04%
499560,112,62.04%
494049,120,62.04%
432829,99,62.04%
469897,306,62.04%
437844,63,62.04%
445766,262,62.04%
460556,107,62.04%
419812,156,62.04%
436674,324,62.04%
496915,63,62.04%
430094,99,62.04%
423293,125,62.04%
486542,89,62.04%
428245,143,62.04%
438851,94,62.04%
424326,81,62.04%
482015,169,62.04%
492308,182,62.04%
498270,213,62.04%
491328,138,62.04%
417295,86,62.04%
465154,156,62.04%
497349,120,62.04%
452632,112,62.04%
458241,107,62.04%
447745,94,62.04%
406310,42,62.04%
456109,107,62.04%
477244,275,62.04%
440628,63,62.04%
440977,143,62.04%
414629,130,62.04%
434677,42,62.04%
411632,236,62.04%
422352,104,62.04%
410347,205,62.04%
495225,226,62.04%
482908,76,62.04%
430159,125,62.04%
469726,125,62.04%
479822,107,62.04%
498081,138,62.05%
430845,156,62.05%
466363,107,62.05%
426325,187,62.05%
469697,107,62.05%
428516,73,62.05%
446166,94,62.05%
499831,151,62.05%
426785,99,62.05%
437493,125,62.05%
417125,81,62.05%
429765,143,62.05%
434841,205,62.05%
469757,151,62.05%
488006,182,62.05%
420413,205,62.05%
413894,143,62.05%
481941,68,62.05%
435483,125,62.05%
454522,200,62.05%
460744,81,62.05%
487940,226,62.05%
427025,73,62.05%
410203,166,62.05%
410291,174,62.05%
475200,138,62.05%
405427,174,62.05%
431026,94,62.05%
443185,94,62.05%
475153,125,62.05%
448674,94,62.05%
441265,156,62.05%
405998,68,62.05%
452864,63,62.05%
405417,205,62.05%
413521,161,62.05%
481380,120,62.05%
451583,86,62.05%
413351,148,62.05%
408164,99,62.05%
426903,205,62.05%
430476,143,62.05%
475757,125,62.05%
499571,151,62.05%
438059,148,62.05%
401588,68,62.05%
419983,81,62.05%
451953,63,62.05%
483530,94,62.05%
493294,76,62.05%
406475,205,62.05%
444273,156,62.05%
481233,68,62.05%
471327,112,62.05%
492303,63,62.05%
491524,257,62.05%
446526,143,62.05%
497731,151,62.05%
422549,81,62.05%
489712,89,62.05%
472883,125,62.05%
471224,107,62.05%
430976,94,62.05%
416707,130,62.05%
424087,81,62.05%
474220,99,62.05%
430228,94,62.05%
443293,81,62.05%
425803,81,62.05%
443579,156,62.05%
451457,231,62.05%
452706,107,62.05%
411881,174,62.05%
465040,125,62.05%
452276,138,62.05%
449941,156,62.05%
466629,50,62.05%
410086,236,62.05%
401893,174,62.05%
487985,182,62.05%
403379,68,62.05%
446195,156,62.05%
470084,169,62.06%
484612,138,62.06%
417522,112,62.06%
462387,94,62.06%
413961,68,62.06%
464048,76,62.06%
497944,89,62.06%
474338,169,62.06%
453759,169,62.06%
470826,107,62.06%
483388,94,62.06%
422562,156,62.06%
487534,120,62.06%
445301,63,62.06%
496782,182,62.06%
417761,81,62.06%
488594,138,62.06%
460411,63,62.06%
499168,89,62.06%
477877,76,62.06%
450943,68,62.06%
411048,130,62.06%
442917,218,62.06%
441046,143,62.06%
460989,81,62.06%
447372,156,62.06%
488959,182,62.06%
400709,68,62.06%
473183,213,62.06%
492338,63,62.06%
446904,117,62.06%
481093,94,62.06%
414775,130,62.06%
464426,76,62.06%
443479,156,62.06%
466563,125,62.06%
466301,125,62.06%
441422,156,62.06%
440900,187,62.06%
457886,55,62.06%
450075,112,62.06%
462114,50,62.06%
418274,143,62.06%
475435,99,62.06%
407414,86,62.06%
452883,231,62.06%
431022,99,62.06%
496008,182,62.06%
413293,112,62.06%
430189,187,62.06%
473885,200,62.06%
402063,267,62.06%
479065,107,62.06%
454628,107,62.06%
480936,94,62.06%
477880,76,62.06%
439826,125,62.06%
469894,169,62.06%
478589,120,62.06%
450835,231,62.06%
400057,91,62.06%
425493,125,62.06%
431927,94,62.06%
452659,112,62.06%
427745,73,62.06%
413233,218,62.06%
419221,55,62.06%
494046,169,62.06%
492482,182,62.06%
497949,213,62.06%
489759,151,62.06%
442556,125,62.06%
460062,138,62.06%
408032,205,62.06%
455817,218,62.06%
467477,169,62.06%
460915,81,62.06%
486840,63,62.06%
401310,117,62.06%
412035,112,62.06%
417028,55,62.06%
413021,187,62.06%
414098,174,62.06%
496093,182,62.06%
405475,161,62.07%
432860,94,62.07%
411799,68,62.07%
483128,213,62.07%
402753,112,62.07%
490388,37,62.07%
433962,94,62.07%
440637,125,62.07%
453707,156,62.07%
465890,182,62.07%
493296,169,62.07%
481453,50,62.07%
416949,112,62.07%
412516,81,62.07%
413324,174,62.07%
409430,68,62.07%
448291,187,62.07%
403082,161,62.07%
489814,182,62.07%
408353,112,62.07%
411115,205,62.07%
445630,68,62.07%
413656,81,62.07%
472030,107,62.07%
432469,42,62.07%
452793,156,62.07%
421891,104,62.07%
487325,151,62.07%
465815,138,62.07%
435989,68,62.07%
421243,81,62.07%
409116,81,62.07%
468849,76,62.07%
433042,125,62.07%
492245,151,62.07%
409428,81,62.07%
423430,125,62.07%
464033,138,62.07%
450065,86,62.07%
414963,174,62.07%
467749,50,62.07%
443360,94,62.07%
496416,151,62.07%
484698,138,62.07%
493704,89,62.07%
447567,63,62.07%
494129,89,62.07%
479821,76,62.07%
450649,187,62.07%
421768,143,62.07%
426000,218,62.07%
499591,112,62.07%
467398,50,62.07%
439656,200,62.07%
409447,130,62.07%
437694,125,62.07%
430276,94,62.07%
431338,94,62.07%
462845,213,62.07%
433917,187,62.07%
405154,99,62.07%
484088,213,62.07%
443033,231,62.07%
411829,55,62.07%
454957,63,62.07%
473104,213,62.07%
421258,143,62.07%
478387,76,62.07%
437137,125,62.07%
409149,205,62.07%
493350,151,62.07%
404885,161,62.07%
490337,182,62.07%
427592,99,62.07%
489584,120,62.07%
421866,249,62.07%
412985,81,62.08%
421538,104,62.08%
401686,298,62.08%
401460,68,62.08%
443306,112,62.08%
427687,73,62.08%
401051,311,62.08%
448530,187,62.08%
405169,112,62.08%
448325,156,62.08%
424050,130,62.08%
435445,94,62.08%
479663,107,62.08%
486895,156,62.08%
469362,200,62.08%
422643,130,62.08%
408809,117,62.08%
450222,231,62.08%
434473,205,62.08%
463766,169,62.08%
423325,156,62.08%
493558,138,62.08%
479979,94,62.08%
460462,200,62.08%
402706,236,62.08%
411154,86,62.08%
403174,68,62.08%
493043,63,62.08%
438746,68,62.08%
492758,63,62.08%
452735,112,62.08%
489558,76,62.08%
452122,63,62.08%
454422,107,62.08%
491019,138,62.08%
433254,218,62.08%
419935,174,62.08%
492070,107,62.08%
419610,50,62.08%
425104,81,62.08%
478221,76,62.08%
443661,218,62.08%
498377,112,62.08%
457883,107,62.08%
468382,130,62.08%
467738,50,62.08%
418353,112,62.08%
477191,50,62.08%
417959,161,62.08%
452826,231,62.08%
478783,120,62.08%
479112,138,62.08%
484210,213,62.08%
458761,156,62.08%
439573,99,62.08%
486916,120,62.08%
469916,213,62.08%
480574,213,62.08%
417785,112,62.08%
446488,187,62.08%
473331,107,62.08%
408346,81,62.08%
436046,99,62.08%
463279,169,62.08%
462768,161,62.08%
427064,174,62.08%
496533,89,62.08%
482703,94,62.08%
456960,37,62.08%
416143,280,62.08%
445634,156,62.08%
435180,218,62.08%
497631,213,62.08%
444010,187,62.08%
430889,55,62.08%
403838,236,62.08%
449574,86,62.09%
449242,200,62.09%
481030,213,62.09%
467534,169,62.09%
439894,156,62.09%
459812,94,62.09%
484472,89,62.09%
424103,130,62.09%
456400,200,62.09%
461871,161,62.09%
448846,262,62.09%
426315,174,62.09%
442445,125,62.09%
404457,99,62.09%
472803,76,62.09%
453602,63,62.09%
412803,205,62.09%
408848,42,62.09%
416881,50,62.09%
475572,99,62.09%
473739,213,62.09%
413413,161,62.09%
496101,138,62.09%
430698,143,62.09%
467383,169,62.09%
479561,68,62.09%
465878,182,62.09%
402839,112,62.09%
423570,156,62.09%
496768,151,62.09%
406678,86,62.09%
473145,213,62.09%
483836,244,62.09%
425534,125,62.09%
478505,244,62.09%
423730,174,62.09%
423172,55,62.09%
462976,169,62.09%
485660,213,62.09%
479572,94,62.09%
424846,81,62.09%
434505,94,62.09%
405886,205,62.09%
405117,86,62.09%
476789,76,62.09%
416516,55,62.09%
458720,200,62.09%
489593,213,62.09%
463191,112,62.09%
475601,76,62.09%
402990,68,62.09%
436930,68,62.09%
426840,125,62.09%
436917,187,62.09%
405454,161,62.09%
432050,50,62.09%
416478,161,62.09%
471333,200,62.09%
434889,94,62.09%
440048,94,62.09%
405926,205,62.09%
479394,213,62.09%
451019,231,62.09%
489762,182,62.09%
404927,267,62.09%
429523,218,62.09%
451318,138,62.09%
465927,182,62.09%
430325,218,62.09%
436978,125,62.09%
445498,112,62.09%
492999,182,62.09%
409309,205,62.10%
489212,151,62.10%
498116,45,62.10%
486099,89,62.10%
443554,94,62.10%
456835,262,62.10%
475691,125,62.10%
406744,112,62.10%
432435,94,62.10%
416507,161,62.10%
481501,257,62.10%
497103,120,62.10%
453424,63,62.10%
486956,319,62.10%
429152,50,62.10%
469902,76,62.10%
496115,182,62.10%
401867,68,62.10%
447777,112,62.10%
402040,68,62.10%
481262,68,62.10%
498796,213,62.10%
429628,99,62.10%
424015,55,62.10%
466146,125,62.10%
480947,68,62.10%
489942,120,62.10%
434297,218,62.10%
455751,81,62.10%
435440,94,62.10%
427295,143,62.10%
465060,107,62.10%
462478,107,62.10%
425411,125,62.10%
488985,94,62.10%
406031,161,62.10%
482246,94,62.10%
464675,76,62.10%
450602,63,62.10%
452508,231,62.10%
419008,143,62.10%
432103,99,62.10%
449610,200,62.10%
472433,76,62.10%
456885,55,62.10%
416588,135,62.10%
480161,94,62.10%
452999,143,62.10%
418455,112,62.10%
465764,138,62.10%
492866,182,62.10%
499717,138,62.10%
402386,161,62.10%
460320,169,62.10%
423732,125,62.10%
468532,50,62.10%
479093,76,62.10%
451500,138,62.10%
402828,112,62.10%
434843,156,62.10%
486940,89,62.10%
430124,94,62.10%
437730,156,62.10%
487244,120,62.10%
493362,138,62.10%
426714,125,62.10%
493275,138,62.10%
413433,112,62.10%
491390,169,62.10%
481704,45,62.10%
465941,169,62.10%
448224,156,62.10%
413806,81,62.10%
453377,63,62.10%
420656,50,62.10%
408517,81,62.10%
469965,81,62.10%
438644,63,62.10%
499343,112,62.10%
488421,63,62.10%
404407,68,62.10%
492208,63,62.11%
488137,169,62.11%
406793,112,62.11%
490354,151,62.11%
449695,138,62.11%
413151,143,62.11%
469447,130,62.11%
401195,91,62.11%
415980,205,62.11%
404289,68,62.11%
425961,187,62.11%
483931,226,62.11%
442019,68,62.11%
413205,81,62.11%
477292,99,62.11%
468734,213,62.11%
444306,143,62.11%
428551,73,62.11%
497950,213,62.11%
426009,81,62.11%
494493,213,62.11%
446173,63,62.11%
477642,76,62.11%
447869,125,62.11%
404656,60,62.11%
486159,138,62.11%
455661,81,62.11%
443300,81,62.11%
423327,143,62.11%
444081,187,62.11%
447707,187,62.11%
415534,174,62.11%
470044,306,62.11%
492328,182,62.11%
405888,86,62.11%
457566,200,62.11%
405478,86,62.11%
475335,182,62.11%
458761,156,62.11%
421458,104,62.11%
417450,143,62.11%
422548,81,62.11%
443215,63,62.11%
497297,138,62.11%
473580,76,62.11%
458333,81,62.11%
466030,231,62.11%
455713,107,62.11%
486885,200,62.11%
401805,112,62.11%
419548,55,62.11%
419203,55,62.11%
485805,182,62.11%
497191,151,62.11%
467072,50,62.11%
490461,213,62.11%
421175,81,62.11%
422732,104,62.11%
471587,125,62.11%
444503,143,62.11%
404639,117,62.11%
457121,262,62.11%
497864,63,62.11%
474684,125,62.11%
449448,50,62.11%
441578,68,62.11%
432249,156,62.11%
454926,200,62.11%
454739,169,62.11%
428836,125,62.11%
414211,174,62.11%
472190,169,62.11%
489211,200,62.11%
495253,182,62.11%
469486,76,62.11%
462791,107,62.11%
453586,125,62.11%
473342,156,62.12%
418503,112,62.12%
478297,120,62.12%
475147,125,62.12%
475878,151,62.12%
497500,120,62.12%
460951,169,62.12%
473068,200,62.12%
402397,112,62.12%
489239,213,62.12%
432070,143,62.12%
462957,138,62.12%
460825,200,62.12%
476573,213,62.12%
467596,200,62.12%
417945,81,62.12%
412262,130,62.12%
480106,94,62.12%
467393,231,62.12%
453841,125,62.12%
450181,156,62.12%
460146,138,62.12%
446406,138,62.12%
416843,112,62.12%
474357,125,62.12%
456422,200,62.12%
406054,161,62.12%
469609,182,62.12%
425907,81,62.12%
406671,218,62.12%
461021,275,62.12%
437075,112,62.12%
463001,81,62.12%
439317,37,62.12%
450048,156,62.12%
438878,293,62.12%
436816,125,62.12%
448826,231,62.12%
411946,112,62.12%
477041,76,62.12%
438064,156,62.12%
481843,94,62.12%
439997,169,62.12%
436715,143,62.12%
496242,182,62.12%
445419,143,62.12%
492488,182,62.12%
408503,267,62.12%
463352,156,62.12%
459880,76,62.12%
400170,161,62.12%
413532,174,62.12%
457852,107,62.12%
446577,37,62.12%
468203,130,62.12%
432208,81,62.12%
402998,192,62.12%
474257,125,62.12%
439644,63,62.12%
466733,107,62.12%
480928,94,62.12%
400664,117,62.12%
441634,68,62.12%
481755,213,62.12%
439982,68,62.12%
491683,120,62.12%
420632,50,62.12%
414624,130,62.12%
478335,306,62.12%
470405,81,62.12%
429491,125,62.12%
454225,156,62.12%
452247,169,62.12%
407314,112,62.12%
490940,182,62.12%
448488,63,62.12%
452734,156,62.12%
483427,94,62.12%
494819,151,62.12%
453912,63,62.12%
481134,94,62.12%
432815,94,62.12%
405270,130,62.12%
438985,125,62.12%
479392,169,62.12%
473473,63,62.12%
409020,143,62.12%
420217,112,62.12%
447729,94,62.12%
448664,94,62.12%
424776,81,62.12%
466483,107,62.12%
449328,50,62.12%
404236,99,62.12%
448237,138,62.12%
427136,73,62.13%
433745,187,62.13%
406696,60,62.13%
479588,68,62.13%
412079,205,62.13%
477101,244,62.13%
409078,280,62.13%
466304,169,62.13%
467175,169,62.13%
454220,200,62.13%
457244,107,62.13%
453489,156,62.13%
444780,99,62.13%
478497,76,62.13%
448307,187,62.13%
498692,89,62.13%
459630,81,62.13%
418949,143,62.13%
403961,112,62.13%
436442,125,62.13%
436167,156,62.13%
415261,55,62.13%
445462,94,62.13%
456384,200,62.13%
400816,68,62.13%
494126,151,62.13%
418986,143,62.13%
467300,169,62.13%
481280,138,62.13%
461050,76,62.13%
453363,200,62.13%
446243,63,62.13%
494795,58,62.13%
497886,182,62.13%
425830,143,62.13%
406874,60,62.13%
412813,81,62.13%
472735,138,62.13%
473178,107,62.13%
479988,68,62.13%
426954,81,62.13%
468248,63,62.13%
433476,187,62.13%
471734,107,62.13%
446745,143,62.13%
419610,50,62.13%
408251,236,62.13%
444201,143,62.13%
438559,174,62.13%
450040,306,62.13%
480643,138,62.13%
474726,125,62.13%
465301,76,62.13%
426104,99,62.13%
468937,169,62.13%
466117,63,62.13%
458056,94,62.13%
425749,143,62.13%
471243,169,62.13%
439336,63,62.13%
486799,76,62.13%
424606,81,62.13%
423405,174,62.13%
481594,68,62.13%
460318,200,62.13%
449235,94,62.13%
488468,37,62.13%
473131,213,62.13%
459796,156,62.13%
499472,151,62.13%
453118,156,62.13%
424577,81,62.14%
467720,200,62.14%
424421,125,62.14%
434137,187,62.14%
452291,125,62.14%
444031,218,62.14%
442389,94,62.14%
496492,151,62.14%
420416,218,62.14%
492429,58,62.14%
414961,112,62.14%
432968,81,62.14%
457729,107,62.14%
478892,169,62.14%
401904,161,62.14%
461672,200,62.14%
436948,187,62.14%
465481,81,62.14%
432915,179,62.14%
414110,143,62.14%
452279,169,62.14%
495348,120,62.14%
437515,68,62.14%
471699,125,62.14%
455665,55,62.14%
424576,99,62.14%
460166,81,62.14%
428796,130,62.14%
422198,86,62.14%
497465,63,62.14%
419740,174,62.14%
446775,262,62.14%
465184,63,62.14%
444161,94,62.14%
480913,68,62.14%
455301,156,62.14%
426018,218,62.14%
461128,169,62.14%
451792,63,62.14%
446434,138,62.14%
453556,68,62.14%
466753,107,62.14%
417229,81,62.14%
449111,187,62.14%
445645,68,62.14%
419133,112,62.14%
410782,161,62.14%
420419,81,62.14%
422440,81,62.14%
443697,218,62.14%
434529,143,62.14%
474720,125,62.14%
476871,50,62.14%
409870,174,62.14%
446418,262,62.14%
432536,42,62.14%
434446,156,62.14%
444411,143,62.14%
461332,200,62.14%
494471,63,62.14%
441875,156,62.14%
418898,130,62.14%
441246,125,62.14%
444885,117,62.14%
463060,169,62.14%
422158,143,62.14%
400185,161,62.14%
489078,89,62.14%
421112,205,62.14%
489804,182,62.14%
473339,275,62.14%
474668,125,62.14%
494384,63,62.14%
428394,143,62.14%
461605,169,62.14%
477855,138,62.14%
447527,94,62.14%
410213,174,62.15%
498274,213,62.15%
469968,76,62.15%
491738,107,62.15%
470629,107,62.15%
482514,107,62.15%
468608,138,62.15%
418325,174,62.15%
466758,107,62.15%
401143,117,62.15%
452771,156,62.15%
411168,130,62.15%
400301,91,62.15%
485068,138,62.15%
453043,262,62.15%
419200,143,62.15%
426313,73,62.15%
435754,187,62.15%
420086,112,62.15%
486298,63,62.15%
435939,99,62.15%
446990,143,62.15%
407409,143,62.15%
425743,50,62.15%
458155,107,62.15%
419903,143,62.15%
420126,205,62.15%
486549,63,62.15%
419334,143,62.15%
497981,120,62.15%
471903,151,62.15%
429548,218,62.15%
434080,187,62.15%
479697,68,62.15%
421285,68,62.15%
404708,161,62.15%
462210,107,62.15%
489893,182,62.15%
423033,130,62.15%
428967,99,62.15%
428863,125,62.15%
413630,174,62.15%
477963,125,62.15%
466991,156,62.15%
498698,76,62.15%
431005,156,62.15%
486191,182,62.15%
462838,161,62.15%
466760,244,62.15%
406276,42,62.15%
449135,125,62.15%
440525,68,62.15%
453267,156,62.15%
456545,138,62.15%
466268,107,62.15%
449248,50,62.15%
414274,68,62.15%
424220,104,62.15%
435797,187,62.15%
433609,143,62.15%
460027,94,62.15%
407699,205,62.15%
463157,213,62.15%
494107,182,62.15%
487396,213,62.15%
422268,86,62.15%
498815,112,62.15%
449605,86,62.15%
449987,187,62.15%
459674,156,62.15%
416398,112,62.15%
416676,161,62.15%
411130,55,62.15%
494361,169,62.15%
483668,89,62.15%
409828,174,62.15%
463193,112,62.15%
469858,200,62.15%
472666,200,62.15%
467779,130,62.15%
413961,68,62.15%
459627,156,62.15%
408303,112,62.16%
405054,130,62.16%
453998,107,62.16%
412398,187,62.16%
454302,63,62.16%
468273,63,62.16%
474445,125,62.16%
427925,125,62.16%
439708,99,62.16%
434472,94,62.16%
435624,68,62.16%
440691,187,62.16%
428578,125,62.16%
423019,156,62.16%
400785,73,62.16%
465220,169,62.16%
410450,192,62.16%
450772,112,62.16%
462720,76,62.16%
464676,76,62.16%
467449,107,62.16%
473851,213,62.16%
459036,169,62.16%
451116,174,62.16%
421505,187,62.16%
460055,156,62.16%
458800,81,62.16%
431997,94,62.16%
427833,99,62.16%
410587,81,62.16%
491624,182,62.16%
473964,213,62.16%
453468,156,62.16%
445622,187,62.16%
424188,218,62.16%
445597,94,62.16%
451721,86,62.16%
498633,58,62.16%
473522,213,62.16%
429255,156,62.16%
433104,156,62.16%
409146,205,62.16%
469946,76,62.16%
499510,138,62.16%
469992,76,62.16%
470731,200,62.16%
464729,76,62.16%
480443,138,62.16%
459329,107,62.16%
465275,107,62.16%
445118,169,62.16%
426777,99,62.16%
439125,37,62.16%
441980,169,62.16%
415719,205,62.16%
460630,187,62.16%
402035,130,62.16%
412346,81,62.16%
492627,182,62.16%
467695,267,62.16%
460760,156,62.16%
422077,130,62.16%
441658,68,62.16%
452055,138,62.16%
405525,130,62.16%
403672,117,62.16%
497652,151,62.16%
495073,164,62.16%
402305,143,62.16%
408999,161,62.16%
424327,81,62.16%
473236,63,62.16%
418145,55,62.16%
494273,63,62.16%
410571,81,62.16%
425964,81,62.16%
402829,112,62.16%
413126,112,62.16%
406406,205,62.16%
462158,94,62.16%
478402,120,62.16%
489351,89,62.16%
426762,99,62.16%
417526,130,62.16%
469157,130,62.16%
480308,120,62.16%
415983,161,62.16%
471192,107,62.16%
492654,213,62.16%
408609,86,62.16%
476714,120,62.16%
491241,76,62.16%
468513,156,62.16%
456198,55,62.16%
443295,81,62.16%
474038,99,62.16%
459871,138,62.16%
478773,94,62.17%
469110,130,62.17%
400002,161,62.17%
487772,182,62.17%
493437,143,62.17%
411064,112,62.17%
443744,156,62.17%
425535,125,62.17%
421636,130,62.17%
469708,107,62.17%
428364,125,62.17%
434762,81,62.17%
413940,81,62.17%
428349,125,62.17%
450990,138,62.17%
441117,156,62.17%
455111,200,62.17%
468517,112,62.17%
410273,174,62.17%
435418,187,62.17%
484500,169,62.17%
481466,50,62.17%
465899,200,62.17%
430935,156,62.17%
458179,55,62.17%
494966,63,62.17%
437275,125,62.17%
414376,55,62.17%
476087,99,62.17%
411312,112,62.17%
412073,112,62.17%
454859,94,62.17%
418249,112,62.17%
412075,249,62.17%
442630,94,62.17%
449512,200,62.17%
423140,249,62.17%
424200,81,62.17%
475048,244,62.17%
482603,231,62.17%
493908,63,62.17%
441238,156,62.17%
455191,156,62.17%
445674,68,62.17%
407413,143,62.17%
406181,112,62.17%
486791,76,62.17%
462524,50,62.17%
474698,76,62.17%
497065,151,62.17%
435769,143,62.17%
497024,58,62.17%
416356,174,62.17%
439494,68,62.17%
